Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.787","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.405","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.771","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.709","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.542","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2018","2018","°c","1.481","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.188","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.37","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.489","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2022","2022","°c","1.895","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2023","2023","°c","1.194","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2024","2024","°c","1.908","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7020","Meteorological year","2010","2010","°c","0.739","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7020","Meteorological year","2011","2011","°c","0.739","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7020","Meteorological year","2012","2012","°c","0.739","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7020","Meteorological year","2013","2013","°c","0.739","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7020","Meteorological year","2014","2014","°c","0.739","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7020","Meteorological year","2015","2015","°c","0.739","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7020","Meteorological year","2016","2016","°c","0.739","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7020","Meteorological year","2017","2017","°c","0.739","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7020","Meteorological year","2018","2018","°c","0.739","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7020","Meteorological year","2019","2019","°c","0.739","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7020","Meteorological year","2020","2020","°c","0.739","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7020","Meteorological year","2021","2021","°c","0.739","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7020","Meteorological year","2022","2022","°c","0.739","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7020","Meteorological year","2023","2023","°c","0.739","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7020","Meteorological year","2024","2024","°c","0.739","E","Estimated value"
